IPN,MPN,Manufacturer,Description,Symbol,Footprint,Inductance,Current,Datasheet
IND-0000-0001,SRP5030CA-2R2M,Bourns,2.2UH 9.7A 14.5MOHM SM,Device:L,g-ind:IND_5.7x5.2,2.2uH,9.7A,https://www.bourns.com/docs/Product-Datasheets/SRP5030CA.pdf
